	Object_Id	Group_Id
570	1355231	0
571	1355232	2
572	1355233	2
573	1355234	2
574	1355235	2
575	1355236	2
576	1355237	2
577	1355238	2
578	1355239	2
579	1355240	0
580	1355241	0
581	1355242	2
582	1355243	2
583	1355244	2
584	1355245	0
585	1355246	2
586	1355247	2
587	1355248	2
588	1355249	2
589	1355250	0
590	1355251	0
591	1355252	0
592	1355253	0
593	1355254	0
594	1355255	1
595	1355256	1
596	1355257	1
597	1355258	2
598	1355259	1
599	1355260	1
600	1355261	1
601	1355262	1
602	1355263	2
603	1355264	0
604	1355265	2
605	1355266	0
606	1355267	2
607	1355268	0
608	1355269	2
609	1355270	2
610	1355271	2
611	1355272	2
612	1355273	2
613	1355274	2
614	1355275	2
615	1355276	2
616	1355277	2
617	1355278	0
618	1355279	2
619	1355280	2
620	1355281	2
621	1355282	2
622	1355283	2
623	1355284	2
624	1355285	2
625	1355286	2
626	1355287	2
627	1355288	2
628	1355289	2
629	1355290	2
630	1355291	2
631	1355292	0
632	1355293	2
633	1355294	2
634	1355295	2
635	1355296	2
636	1355297	2
637	1355298	2
638	1355299	2
639	1355300	2
640	1355301	2
641	1355302	2
642	1355303	2
643	1355304	2
644	1355305	2
645	1355306	2
646	1355307	2
647	1355308	2
648	1355309	2
649	1355310	2
650	1355311	2
651	1355312	2
652	1355313	0
653	1355314	2
654	1355315	2
655	1355316	2
656	1355317	0
657	1355318	2
658	1355319	2
659	1355320	2
660	1355321	2
661	1355322	2
662	1355323	2
663	1355324	2
664	1355325	2
665	1355326	2
666	1355327	2
667	1355328	2
668	1355329	0
669	1355330	2
670	1355331	1
671	1355332	1
672	1355333	1
673	1355334	1
674	1355335	1
675	1355336	1
676	1355337	1
677	1355338	1
678	1355339	1
679	1355340	1
680	1355341	1
681	1355342	1
682	1355343	1
683	1355344	1
684	1355345	1
685	1355346	1
686	1355347	1
687	1355348	1
688	1355349	1
689	1355350	1
690	1355351	1
691	1355352	1
692	1355353	1
693	1355354	1
694	1355355	1
695	1355356	1
696	1355357	1
697	1355358	1
698	1355359	1
699	1355360	1
700	1355361	2
701	1355362	2
702	1355363	2
703	1355364	2
704	1355365	2
705	1355366	2
706	1355367	2
707	1355368	0
708	1355369	2
709	1355370	2
710	1355371	2
711	1355372	0
712	1355373	2
713	1355374	0
714	1355375	2
715	1355376	2
716	1355377	0
717	1355378	2
718	1355379	2
719	1355380	2
720	1355381	2
721	1355382	2
722	1355383	2
723	1355384	2
724	1355385	2
725	1355386	2
726	1355387	0
727	1355388	2
728	1355389	2
729	1355390	0
730	1355391	2
731	1355392	2
732	1355393	2
733	1355394	0
734	1355395	2
735	1355396	2
736	1355397	2
737	1355398	2
738	1355399	2
739	1355400	2
740	1355401	0
741	1355402	2
742	1355403	2
743	1355404	0
744	1355405	0
745	1355406	0
746	1355407	0
747	1355408	2
748	1355409	1
749	1355410	2
750	1355411	2
751	1355412	2
752	1355413	2
753	1355414	2
754	1355415	2
755	1355416	0
756	1355417	2
757	1355418	0
758	1355419	0
759	1355420	0
760	1355421	0
761	1355422	2
762	1355423	2
763	1355166	2
764	1355167	1
765	1355168	2
766	1355169	2
767	1355170	2
768	1355424	0
769	1355425	0
770	1355426	0
771	1355427	0
772	1355428	0
773	1355429	0
774	1355430	0
775	1355431	0
776	1355432	0
777	1355433	0
778	1355434	0
779	1355435	0
780	1355436	0
781	1355437	0
782	1355438	0
783	1355439	0
784	1355440	0
785	1355441	0
786	1355442	0
787	1355443	0
788	1355444	0
789	1355445	0
790	1355446	0
791	1355447	0
792	1355448	0
793	1355449	0
794	1355450	0
795	1355451	0
796	1355452	0
797	1355453	0
798	1355454	0
799	1355455	0
800	1355456	0
801	1355457	0
802	1355458	0
803	1355459	0
804	1355460	0
805	1355461	0
806	1355462	0
807	1355463	0
808	1355464	0
809	1355465	0
810	1355466	0
811	1355467	0
812	1355468	0
813	1355469	0
814	1355470	0
815	1355471	0
816	1355472	0
817	1355473	0
818	1355474	0
819	1355475	0
820	1355476	0
821	1355477	0
822	1355478	0
823	1355479	0
824	1355480	0
825	1355481	0
826	1355482	0
827	1355483	0
828	1355484	0
829	1355485	0
830	1355486	1
831	1355487	0
832	1355493	2
833	1355499	2
834	1355492	2
835	1355510	2
836	1355508	0
837	1355494	2
838	1355504	2
839	1355506	2
840	1355507	2
841	1355497	2
842	1355503	0
843	1355505	2
844	1355498	2
845	1355509	2
846	1355495	2
847	1355502	2
848	1355501	2
849	1355500	2
850	1355496	2
851	1355631	0
852	1355615	2
853	1355664	0
854	1355627	2
855	1355614	2
856	1355585	1
857	1355632	2
858	1355676	2
859	1355662	2
860	1355613	2
861	1355628	0
862	1355666	0
863	1355548	0
864	1355660	2
865	1355672	2
866	1355564	2
867	1355609	2
868	1355665	2
869	1355648	2
870	1355583	2
871	1355680	2
872	1355642	2
873	1355645	2
874	1355574	0
875	1355566	2
876	1355658	2
877	1355571	2
878	1355663	2
879	1355576	2
880	1355545	2
881	1355594	2
882	1355633	2
883	1355670	0
884	1355595	0
885	1355591	1
886	1355617	1
887	1355618	2
888	1355674	2
889	1355561	2
890	1355601	2
891	1355646	2
892	1355572	2
893	1355624	2
894	1355639	1
895	1355558	1
896	1355659	1
897	1355641	1
898	1355597	1
899	1355675	1
900	1355568	1
901	1355653	1
902	1355553	1
903	1355661	1
904	1355634	1
905	1355643	2
906	1355544	2
907	1355584	0
908	1355650	2
909	1355581	2
910	1355678	2
911	1355622	2
912	1355652	2
913	1355651	2
914	1355546	2
915	1355593	2
916	1355582	2
917	1355580	2
918	1355608	2
919	1355557	2
920	1355626	2
921	1355604	2
922	1355657	1
923	1355588	1
924	1355596	1
925	1355586	1
926	1355562	1
927	1355621	1
928	1355552	1
929	1355612	1
930	1355667	1
931	1355668	1
932	1355605	1
933	1355569	1
934	1355630	1
935	1355655	1
936	1355563	1
937	1355669	1
938	1355638	1
939	1355602	1
940	1355578	1
941	1355547	0
942	1355656	0
943	1355549	2
944	1355629	2
945	1355573	2
946	1355671	0
947	1355560	0
948	1355551	0
949	1355550	2
950	1355673	2
951	1355677	2
952	1355555	2
953	1355589	0
954	1355579	0
955	1355599	2
956	1355565	2
957	1355590	2
958	1355647	2
959	1355637	2
960	1355625	2
961	1355644	2
962	1355592	2
963	1355610	2
964	1355577	2
965	1355598	2
966	1355556	2
967	1355635	2
968	1355554	2
969	1355611	2
970	1355619	2
971	1355679	2
972	1355559	0
973	1355567	0
974	1355649	2
975	1355640	2
976	1355575	0
977	1355616	0
978	1355603	2
979	1355636	2
980	1355607	1
981	1355623	1
982	1355570	2
983	1355600	0
984	1355654	2
985	1355606	2
986	1355620	2
987	1355587	2
988	1355517	2
989	1355513	2
990	1355515	2
991	1355511	2
992	1355516	2
993	1355512	2
994	1355514	2
995	1355769	0
996	1355762	0
997	1355771	0
998	1355730	0
999	1355687	0
1000	1355698	0
1001	1355734	0
1002	1355722	0
1003	1355711	0
1004	1355748	0
1005	1355705	0
1006	1355717	0
1007	1355724	0
1008	1355759	0
1009	1355733	0
1010	1355700	0
1011	1355756	0
1012	1355720	0
1013	1355736	0
1014	1355749	0
1015	1355747	0
1016	1355704	0
1017	1355690	0
1018	1355764	0
1019	1355702	0
1020	1355744	0
1021	1355686	0
1022	1355766	0
1023	1355763	0
1024	1355707	0
1025	1355757	0
1026	1355695	0
1027	1355735	0
1028	1355772	0
1029	1355723	0
1030	1355713	0
1031	1355740	0
1032	1355710	0
1033	1355755	0
1034	1355738	0
1035	1355681	0
1036	1355718	0
1037	1355745	0
1038	1355693	0
1039	1355737	0
1040	1355708	0
1041	1355694	0
1042	1355732	0
1043	1355709	0
1044	1355760	0
1045	1355726	0
1046	1355706	0
1047	1355714	0
1048	1355742	0
1049	1355716	0
1050	1355699	0
1051	1355765	0
1052	1355750	0
1053	1355741	0
1054	1355715	0
1055	1355743	0
1056	1355725	0
1057	1355703	0
1058	1355719	0
1059	1355696	0
1060	1355712	0
1061	1355767	0
1062	1355773	0
1063	1355691	0
1064	1355746	0
1065	1355701	0
1066	1355682	0
1067	1355692	0
1068	1355689	0
1069	1355739	0
1070	1355770	0
1071	1355729	0
1072	1355768	0
1073	1355728	0
1074	1355761	0
1075	1355683	0
1076	1355751	0
1077	1355697	0
1078	1355727	0
1079	1355753	0
1080	1355685	0
1081	1355758	0
1082	1355684	0
1083	1355754	0
1084	1355731	0
1085	1355721	0
1086	1355688	0
1087	1355752	0
1088	1356832	2
1089	1356833	0
1090	1356834	0
1091	1356835	0
1092	1356836	0
1093	1356853	0
1094	1356854	0
1095	1356855	0
1096	1356856	0
1097	1356857	0
1098	1356858	0
1099	1356859	0
1100	1356860	0
1101	1356861	0
1102	1356862	0
1103	1356863	0
1104	1356864	0
1105	1356865	0
1106	1356866	0
1107	1356867	0
1108	1356868	0
1109	1356869	0
1110	1356870	0
1111	1356871	0
1112	1356872	0
1113	1356873	0
1114	1356874	0
1115	1356875	0
1116	1356876	0
1117	1356877	0
1118	1356878	0
1119	1356879	0
1120	1356880	0
1121	1356881	0
1122	1356882	0
1123	1356883	0
1124	1356884	0
1125	1356885	0
1126	1356886	0
1127	1356887	0
1128	1356888	0
1129	1356889	0
1130	1356890	0
1131	1356891	0
1132	1356892	0
1133	1356893	0
1134	1356935	0
1135	1356936	0
1136	1356937	0
1137	1356938	0
1138	1356939	0
1139	1356940	0
1140	1356941	0
1141	1356942	0
1142	1356943	0
1143	1356944	0
1144	1356945	0
1145	1356946	0
1146	1356947	0
1147	1356948	0
1148	1356949	0
1149	1356950	0
1150	1356951	0
1151	1356952	0
1152	1356953	0
1153	1356954	0
1154	1356955	0
1155	1356956	0
1156	1356957	0
1157	1356958	0
1158	1356959	0
1159	1356960	0
1160	1356961	0
1161	1356962	0
1162	1356963	0
1163	1356964	0
1164	1356965	0
1165	1356966	0
1166	1356967	0
1167	1356968	0
1168	1356969	0
1169	1356970	0
1170	1356971	0
1171	1356972	0
1172	1356973	0
1173	1356974	0
1174	1356975	0
1175	1356976	0
1176	1356977	0
1177	1356978	0
1178	1356979	0
1179	1356980	0
1180	1356981	0
1181	1356982	0
1182	1356983	0
1183	1356984	0
1184	1356985	0
1185	1356986	0
1186	1356987	0
1187	1356988	0
1188	1356989	0
1189	1356990	0
1190	1356991	0
1191	1356992	0
1192	1356993	0
1193	1356994	0
1194	1356995	0
1195	1356996	0
1196	1356997	0
1197	1356998	0
1198	1356999	0
1199	1357000	0
1200	1357001	0
1201	1357002	0
1202	1357003	0
1203	1357004	0
1204	1357005	0
1205	1357006	0
1206	1357007	0
1207	1357008	0
1208	1357009	0
1209	1357010	0
1210	1357011	0
1211	1357012	0
1212	1357013	0
1213	1357014	0
1214	1357015	0
1215	1357016	0
1216	1357017	0
1217	1357018	0
1218	1357019	0
1219	1357020	0
1220	1357021	0
1221	1357022	0
1222	1357023	0
1223	1357024	0
1224	1357025	0
1225	1357026	0
1226	1357027	0
1227	1357028	0
1228	1357029	0
1229	1357030	0
1230	1357031	0
1231	1357032	0
1232	1357033	0
1233	1357034	0
1234	1357035	0
1235	1357036	0
1236	1357037	0
1237	1357038	0
1238	1357039	0
1239	1357040	0
1240	1357041	0
1241	1357042	0
1242	1357043	0
1243	1357044	0
1244	1357045	0
1245	1357046	0
1246	1357047	0
1247	1357048	0
1248	1357049	0
1249	1357050	0
1250	1357051	0
1251	1357052	0
1252	1357053	0
1253	1357054	0
1254	1357055	0
1255	1357056	0
1256	1357057	0
1257	1357058	0
1258	1357059	0
1259	1357060	0
1260	1357061	0
1261	1357062	0
1262	1357063	0
1263	1357064	0
1264	1357065	0
1265	1357066	0
1266	1357067	0
1267	1357068	0
1268	1357069	0
1269	1357070	0
1270	1357071	0
1271	1357072	0
1272	1357073	0
1273	1357074	0
1274	1357075	0
1275	1357076	0
1276	1357077	0
1277	1357078	0
1278	1357079	0
1279	1357080	0
1280	1357081	0
1281	1357082	0
1282	1357083	0
1283	1357084	0
1284	1357085	0
1285	1357086	0
1286	1357087	0
1287	1357088	0
1288	1357089	0
1289	1357090	0
1290	1357091	0
1291	1357092	0
1292	1357093	0
1293	1357094	0
1294	1357095	0
1295	1357096	0
1296	1357097	0
1297	1357098	0
1298	1357099	0
1299	1357100	0
1300	1357101	0
1301	1357102	0
1302	1357103	0
1303	1357104	0
1304	1357105	0
1305	1357106	0
1306	1357107	0
1307	1357108	0
1308	1357109	0
1309	1357110	0
1310	1357111	0
1311	1357112	0
1312	1357113	0
1313	1357114	0
1314	1357115	0
1315	1357116	0
1316	1357117	0
1317	1357118	0
1318	1357119	0
1319	1357120	0
1320	1357121	0
1321	1357122	0
1322	1357123	0
1323	1357124	0
1324	1357125	0
1325	1357126	0
1326	1357127	0
1327	1357128	0
1328	1357129	0
1329	1357130	0
1330	1357131	0
1331	1357132	0
1332	1357133	0
1333	1357134	0
1334	1357135	0
1335	1357136	0
1336	1357137	0
1337	1357138	0
1338	1357139	0
1339	1357140	0
1340	1357141	0
1341	1357142	0
1342	1357143	0
1343	1357144	0
1344	1357145	0
1345	1357146	0
1346	1357147	0
1347	1357148	0
1348	1357149	0
1349	1357150	0
1350	1357151	0
1351	1357152	0
1352	1357153	0
1353	1357154	0
1354	1357155	0
1355	1357156	0
1356	1357157	0
1357	1357158	0
1358	1357159	0
1359	1357160	0
1360	1357161	0
1361	1357162	0
1362	1357163	0
1363	1357164	0
1364	1357165	0
1365	1357166	0
1366	1357167	0
1367	1357168	0
1368	1357169	0
1369	1357170	0
1370	1357171	0
1371	1357172	0
1372	1357173	0
1373	1357174	0
1374	1357175	0
1375	1357176	0
1376	1357177	0
1377	1357178	0
1378	1357179	0
1379	1357180	0
1380	1357181	0
1381	1357182	0
1382	1357183	0
1383	1357184	0
1384	1357185	0
1385	1357186	0
1386	1357187	0
1387	1357188	0
1388	1357189	0
1389	1357190	0
1390	1357191	0
1391	1357192	0
1392	1357193	0
1393	1357194	0
1394	1357195	0
1395	1357196	0
1396	1357197	0
1397	1357198	0
1398	1357199	0
1399	1357200	0
1400	1357201	0
1401	1357202	0
1402	1357203	0
1403	1357204	0
1404	1357205	0
1405	1357206	0
1406	1357207	0
1407	1357208	0
1408	1357209	0
1409	1357210	0
1410	1357211	0
1411	1357212	0
1412	1357213	0
1413	1357214	0
1414	1357215	0
1415	1357216	0
1416	1357217	0
1417	1357218	0
1418	1357219	0
1419	1357220	0
1420	1357221	0
1421	1357222	0
1422	1357223	0
1423	1357224	0
1424	1357225	0
1425	1357226	0
1426	1357227	0
1427	1357228	0
1428	1357229	0
1429	1357230	0
1430	1357231	0
1431	1357232	0
1432	1357233	0
1433	1357234	0
1434	1357235	0
1435	1357236	0
1436	1357237	0
1437	1357238	0
1438	1357239	0
1439	1357240	0
1440	1357241	0
1441	1357242	0
1442	1357243	0
1443	1357244	0
1444	1357245	0
1445	1357246	0
1446	1357247	0
1447	1357248	0
1448	1357249	0
1449	1357250	0
1450	1357251	0
1451	1357252	0
1452	1357253	0
1453	1357254	0
1454	1357255	0
1455	1357256	0
1456	1357257	0
1457	1357258	0
1458	1357259	0
1459	1357260	0
1460	1357261	0
1461	1357262	0
1462	1357263	0
1463	1357264	0
1464	1357265	0
1465	1357266	0
1466	1357267	0
1467	1357268	0
1468	1357269	0
1469	1357270	0
1470	1357271	0
1471	1357272	0
1472	1357273	0
1473	1357274	0
1474	1357275	0
1475	1357276	0
1476	1357277	0
1477	1357278	0
1478	1357279	0
1479	1357280	0
1480	1357281	0
1481	1357282	0
1482	1357283	0
1483	1357284	0
1484	1357285	0
1485	1357286	0
1486	1357287	0
1487	1357288	0
1488	1357289	0
1489	1357290	0
1490	1357291	0
1491	1357292	0
1492	1357293	0
1493	1357294	0
1494	1357295	0
1495	1357296	0
1496	1357297	0
1497	1357298	0
1498	1357299	0
1499	1357300	0
1500	1357301	0
1501	1357302	0
1502	1357303	0
1503	1357304	0
1504	1357305	0
1505	1357306	0
1506	1357307	0
1507	1357308	0
1508	1357309	0
1509	1357310	0
1510	1357311	0
1511	1357312	0
1512	1357313	0
1513	1357314	0
1514	1357315	0
1515	1357316	0
1516	1357317	0
1517	1357318	0
1518	1357319	0
1519	1357320	0
1520	1357321	0
1521	1357322	0
1522	1357323	0
1523	1357324	0
1524	1357325	0
1525	1357326	0
1526	1357327	0
1527	1357328	0
1528	1357329	0
1529	1357330	0
1530	1357331	0
1531	1357332	0
1532	1357333	0
1533	1357334	0
1534	1357335	0
1535	1357336	0
1536	1357337	0
1537	1357338	0
1538	1357339	0
1539	1357340	0
1540	1357341	0
1541	1357342	0
1542	1357343	0
1543	1357344	0
1544	1357345	0
1545	1357346	0
1546	1357347	0
1547	1357348	0
1548	1357349	0
1549	1357350	0
1550	1357351	0
1551	1357352	0
1552	1357353	0
1553	1357354	0
1554	1357355	0
1555	1357356	0
1556	1357357	0
1557	1357358	0
1558	1357359	0
1559	1357360	0
1560	1357361	0
1561	1357362	0
1562	1357363	0
1563	1357364	0
1564	1357365	0
1565	1357366	0
1566	1357367	0
1567	1357368	0
1568	1357369	0
1569	1357370	0
1570	1357371	0
1571	1357372	0
1572	1357373	0
1573	1357374	0
1574	1357375	0
1575	1357376	0
1576	1357377	0
1577	1357378	0
1578	1357379	2
1579	1357380	2
1580	1357381	2
1581	1357382	2
1582	1357383	2
1583	1357384	2
1584	1357385	2
1585	1357387	2
1586	1357388	2
1587	1357389	2
1588	1357390	2
1589	1357598	1
1590	1357599	1
1591	1357600	1
1592	1357601	1
1593	1357602	1
1594	1351428	2
1595	1343150	2
1596	1343149	0
1597	1360753	0
1598	1360754	0
1599	1360755	0
1600	1360756	0
1601	1360757	0
1602	1360758	0
1603	1360759	0
1604	1360767	0
1605	1360768	0
1606	1360769	0
1607	1360770	0
1608	1360771	0
1609	1360772	0
1610	1360773	0
1611	1360774	0
1612	1360775	0
1613	1360776	0
1614	1360777	0
1615	1360778	0
1616	1360779	0
1617	1360780	0
1618	1360781	0
1619	1360782	0
1620	1360783	0
1621	1360784	0
1622	1360785	0
1623	1360786	0
1624	1360787	0
1625	1360788	0
1626	1360789	0
1627	1360790	0
1628	1360791	0
1629	1360792	0
1630	1360793	0
1631	1360794	0
1632	1360795	0
1633	1360796	0
1634	1360797	0
1635	1360798	0
1636	1360799	0
1637	1360800	0
1638	1360801	0
1639	1360802	0
1640	1360803	0
1641	1360804	0
1642	1360805	0
1643	1360806	0
1644	1360807	0
1645	1360808	0
1646	1360809	0
1647	1360810	0
1648	1360811	0
1649	1360812	0
1650	1360813	0
1651	1360814	0
1652	1360815	0
1653	1360816	0
1654	1360817	0
1655	1360818	0
1656	1360819	0
1657	1360820	0
1658	1360821	0
1659	1360822	0
1660	1360823	0
1661	1360824	0
1662	1360825	0
